DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,0.609668222,9.17e-06,-9.17e-06,131.934,0.0166,-0.0166,0.135,0.329,-0.135,2.836,0.267,-0.267,288.0,22.7,-22.7,1.35,0.23,-0.1,1805.0,2491.57,1431.05,-640.58,15.7,1.0,5296.0,190.0,-174.0,4.576,0.03,-0.12,0.815,0.138,-0.064,293.76086,46.231201,16.678,0,0
1.0,0.9886684,0.000291,-0.000291,131.99354,0.00507,-0.00507,0.372,0.077,-0.372,2.023,0.238,-0.238,127.0,18.1,-18.1,3.18,0.55,-1.65,3183.0,24258.04,13028.49,-19374.23,8.7,1.0,6456.0,182.0,-228.0,3.725,0.527,-0.093,2.773,0.479,-1.436,286.29129,44.920082,12.551,1,1
0.992,3.5645249,5.58e-05,-5.58e-05,134.4518,0.0128,-0.0128,0.188,0.286,-0.188,2.062,0.443,-0.443,53.9,7.8,-7.8,0.6,0.06,-0.02,1029.0,265.37,81.29,-32.98,8.0,1.0,5435.0,73.0,-89.0,4.578,0.011,-0.104,0.824,0.093,-0.027,287.00836,41.289101,12.936,1,1
0.0,5.274819905,7.95e-07,-7.95e-07,136.708908,0.000122,-0.000122,0.99,0.043,-0.038,4.6688,0.00626,-0.00626,109000.0,128.0,-128.0,100.89,30.0,-20.0,1646.0,1733.91,1519.28,-815.1,902.5,1.0,7247.0,200.0,-343.0,4.111,0.124,-0.186,1.834,0.545,-0.363,297.47675,47.658981,12.465,0,0
0.0,22.9134463,4.06e-07,-4.06e-07,140.6466918,1.43e-05,-1.43e-05,0.709,0.008,-0.004,4.11699,0.00079,-0.00079,252000.0,37.1,-37.1,81.61,17.8,-11.8,811.0,102.27,63.41,-36.79,6512.7,1.0,6621.0,149.0,-216.0,4.294,0.092,-0.138,1.297,0.282,-0.188,287.83334,39.221272,11.856,0,0
1.0,20.72904234,6.3e-05,-6.3e-05,185.43113,0.0024,-0.0024,0.559,0.07,-0.446,2.8066,0.0756,-0.0756,562.0,19.0,-19.0,1.94,0.09,-0.09,530.0,18.68,3.14,-2.84,31.6,1.0,4979.0,82.0,-74.0,4.538,0.049,-0.036,0.803,0.037,-0.041,282.46811,43.889912,14.458,1,2
0.0,0.872359598,8.5e-08,-8.5e-08,132.0311474,8.12e-05,-8.12e-05,0.686,0.022,-0.02,3.74512,0.00457,-0.00457,267000.0,204.0,-204.0,67.08,20.0,-9.99,2112.0,4703.58,4144.16,-1749.84,1063.2,1.0,6240.0,175.0,-219.0,4.391,0.09,-0.195,1.048,0.312,-0.156,295.319,39.480049,14.742,0,0
1.0,28.78270955,9.17e-05,-9.17e-05,132.3189,0.00241,-0.00241,0.002,0.501,-0.001,3.451,0.108,-0.108,865.0,25.7,-25.7,2.11,0.09,-0.11,443.0,9.09,1.53,-1.37,40.1,1.0,4774.0,86.0,-76.0,4.58,0.03,-0.03,0.745,0.032,-0.036,284.96967,39.360291,14.649,1,1
0.074,11.9283194,0.00032,-0.00032,142.127,0.023,-0.023,0.052,0.4,-0.052,6.69,0.684,-0.684,183.0,19.7,-19.7,0.98,0.1,-0.1,632.0,37.8,13.21,-11.03,10.6,1.0,5010.0,151.0,-151.0,4.545,0.071,-0.052,0.75,0.071,-0.079,290.64545,44.904202,15.577,0,0
1.0,3.24417541,1.56e-05,-1.56e-05,132.94014,0.0043,-0.0043,0.761,0.04,-0.543,1.992,0.105,-0.105,372.0,23.4,-23.4,1.84,0.08,-0.16,1047.0,283.66,44.72,-61.51,18.0,1.0,5094.0,81.0,-81.0,4.469,0.096,-0.03,0.87,0.037,-0.075,291.95999,44.900021,15.77,1,2
1.0,31.0033072,0.00019,-0.00019,143.29085,0.00408,-0.00408,0.151,0.294,-0.151,5.253,0.142,-0.142,645.0,33.5,-33.5,2.72,0.72,-0.31,616.0,34.03,27.86,-11.22,22.1,1.0,6090.0,193.0,-236.0,4.447,0.058,-0.173,1.071,0.286,-0.122,291.26974,42.096039,15.898,1,2
0.999,12.834857,0.000121,-0.000121,134.37229,0.0077,-0.0077,0.278,0.177,-0.278,2.092,0.261,-0.261,294.0,35.5,-35.5,1.73,0.22,-0.19,755.0,76.96,27.12,-18.74,9.4,2.0,5492.0,82.0,-74.0,4.389,0.105,-0.095,1.016,0.131,-0.108,291.81302,38.088181,15.331,1,1
0.993,49.5004725,0.00034,-0.00034,139.04294,0.0057,-0.0057,0.162,0.304,-0.162,5.772,0.162,-0.162,965.0,35.6,-35.6,2.49,0.1,-0.19,402.0,6.2,0.93,-1.26,27.8,2.0,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,0.032,-0.065,291.2431,44.00872,15.565,1,2
0.919,142.703888,0.00227,-0.00227,212.0311,0.0103,-0.0103,0.062,0.376,-0.062,5.808,0.333,-0.333,226.0,23.8,-23.8,1.95,0.71,-0.23,440.0,8.88,9.15,-2.94,11.0,1.0,6701.0,161.0,-241.0,4.326,0.058,-0.217,1.289,0.463,-0.154,289.68073,49.745831,13.964,1,1
0.0,3.17275711,2.37e-05,-2.37e-05,133.98944,0.00676,-0.00676,0.03,0.426,-0.03,5.404,0.193,-0.193,313.0,12.3,-12.3,1.27,0.17,-0.1,966.0,206.07,98.17,-52.11,30.1,1.0,5058.0,184.0,-163.0,4.61,0.027,-0.082,0.739,0.097,-0.057,296.28696,44.022671,15.936,0,0
0.0,15.32763411,2.37e-05,-2.37e-05,134.92291,0.00129,-0.00129,1.204,0.321,-0.203,6.0662,0.0654,-0.0654,17700.0,182.0,-182.0,291.01,45.0,-83.5,1472.0,1108.58,439.96,-580.32,117.0,1.0,4830.0,57.0,-78.0,2.987,0.188,-0.101,6.784,1.048,-1.946,290.18625,43.72385,12.672,0,0
0.126,277.13367,0.0159,-0.0159,400.4719,0.044,-0.044,0.662,0.307,-0.452,9.67,1.6,-1.6,321.0,53.2,-53.2,1.84,0.56,-0.18,307.0,2.09,1.81,-0.61,8.7,1.0,6461.0,155.0,-213.0,4.474,0.052,-0.208,0.971,0.294,-0.098,294.38254,47.205769,14.635,1,1
0.0,1.872620976,5.68e-07,-5.68e-07,132.727701,0.00025,-0.00025,1.242,1.905,-0.093,1.7626,0.0132,-0.0132,1530.0,8.7,-8.7,31.43,9.33,-4.01,1550.0,1362.23,1184.9,-454.83,181.9,1.0,6031.0,162.0,-198.0,4.427,0.084,-0.196,1.004,0.298,-0.128,293.25287,41.426319,14.337,0,0
0.0,460.77905,0.0145,-0.0145,533.8441,0.0199,-0.0199,0.324,0.122,-0.324,15.541,0.69,-0.69,239.0,22.7,-22.7,4.24,0.65,-1.52,387.0,5.32,2.65,-3.35,12.7,1.0,6126.0,184.0,-165.0,3.731,0.293,-0.098,2.717,0.417,-0.973,283.54834,48.388931,13.462,0,0
0.991,38.6715843,0.00021,-0.00021,157.61988,0.00482,-0.00482,0.773,0.143,-0.532,5.532,0.148,-0.148,599.0,26.8,-26.8,2.45,0.83,-0.38,502.0,15.03,15.04,-5.49,25.2,1.0,5432.0,159.0,-159.0,4.42,0.147,-0.273,0.913,0.306,-0.141,299.96567,44.160889,14.94,1,2
0.995,265.47847,0.0052,-0.0052,151.0673,0.01,-0.01,0.956,0.057,-0.674,10.28,1.2,-1.2,1040.0,66.6,-66.6,4.2,0.57,-0.57,291.0,1.7,0.65,-0.52,18.1,2.0,5792.0,104.0,-104.0,4.375,0.126,-0.103,1.005,0.136,-0.136,298.0231,43.363522,15.321,1,2
1.0,5.014234733,8.59e-07,-8.59e-07,133.174289,0.000141,-0.000141,0.066,0.029,-0.066,4.589,0.00525,-0.00525,6540.0,9.5,-9.5,10.63,3.57,-1.53,1308.0,692.13,665.33,-253.54,794.3,1.0,6490.0,155.0,-232.0,4.32,0.067,-0.202,1.307,0.439,-0.188,299.09753,43.497589,13.797,1,2
0.744,240.192808,0.00899,-0.00899,168.3047,0.0307,-0.0307,0.814,0.141,-0.575,9.72,0.627,-0.627,606.0,54.0,-54.0,2.68,0.83,-0.28,298.0,1.86,1.74,-0.55,12.0,4.0,6004.0,181.0,-199.0,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957,1,1
0.996,10.19849255,3.25e-05,-3.25e-05,137.92067,0.00268,-0.00268,0.714,0.204,-0.473,2.4283,0.0705,-0.0705,634.0,31.3,-31.3,1.75,0.11,-0.06,559.0,23.11,5.35,-3.09,21.4,4.0,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791,1,2
0.0,10.18657875,5.09e-07,-5.09e-07,132.5289587,4.12e-05,-4.12e-05,0.677,0.005,-0.012,10.6304,0.00441,-0.00441,341000.0,74.5,-74.5,67.45,16.8,-9.06,793.0,93.53,70.58,-30.65,5867.8,1.0,5557.0,166.0,-149.0,4.448,0.108,-0.175,0.916,0.228,-0.123,295.12039,45.968552,14.846,0,0
0.0,1.125963085,1.53e-06,-1.53e-06,169.634,0.00114,-0.00114,0.596,0.362,-0.362,1.5034,0.0475,-0.0475,146.0,4.3,-4.3,1.41,0.24,-0.15,1988.0,3689.22,1627.89,-894.83,43.1,1.0,6225.0,80.0,-87.0,4.348,0.095,-0.126,1.116,0.19,-0.117,296.43567,41.134602,13.858,0,0
0.0,2.9039446,3.65e-05,-3.65e-05,133.8526,0.012,-0.012,0.686,0.057,-0.434,10.542,0.775,-0.775,13.1,0.4,-0.4,1.17,0.41,-0.4,2637.0,11446.75,13937.12,-8288.45,32.0,1.0,7846.0,411.0,-822.0,3.829,0.264,-0.216,3.05,1.051,-1.051,295.33606,40.392132,9.162,0,0
0.0,2.69633621,1.69e-05,-1.69e-05,132.99538,0.00563,-0.00563,1.141,2.89,-0.121,5.238,0.256,-0.256,239.0,10.9,-10.9,15.78,4.9,-1.64,1334.0,749.66,682.77,-223.25,26.5,1.0,6106.0,164.0,-201.0,4.496,0.054,-0.216,0.923,0.287,-0.096,283.75385,47.796951,15.319,0,0
0.998,1.97376085,9.9e-08,-9.9e-08,178.6894194,4.01e-05,-4.01e-05,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30200.0,31.3,-31.3,8.78,1.43,-2.13,753.0,76.1,62.11,-44.33,1252.5,1.0,3807.0,291.0,-291.0,4.762,0.12,-0.08,0.503,0.082,-0.122,292.0683,38.84227,15.715,1,2
0.0,0.692015479,1.72e-07,-1.72e-07,133.114177,0.000207,-0.000207,1.267,4.081,-0.025,1.1315,0.0134,-0.0134,4520.0,36.5,-36.5,19.31,1.2,-2.02,1057.0,294.34,64.86,-78.33,163.4,1.0,3752.0,74.0,-82.0,4.747,0.056,-0.024,0.497,0.031,-0.052,287.14313,46.50806,15.692,0,0
0.987,1.638652525,8.75e-06,-8.75e-06,132.29025,0.00512,-0.00512,0.365,0.092,-0.365,1.952,0.117,-0.117,167.0,11.9,-11.9,1.29,0.41,-0.14,1610.0,1585.07,1592.93,-504.68,16.4,1.0,6119.0,211.0,-232.0,4.472,0.056,-0.224,0.981,0.317,-0.106,293.31168,46.04171,15.49,1,2
0.552,15.5943758,0.000285,-0.000285,140.3138,0.0144,-0.0144,0.5,0.453,-0.297,7.367,0.552,-0.552,95.4,9.0,-9.0,1.08,0.34,-0.11,801.0,97.35,89.49,-29.51,11.9,4.0,6249.0,174.0,-217.0,4.428,0.054,-0.202,1.076,0.335,-0.112,286.97128,44.708302,14.456,1,1
1.0,4.4444826,2.43e-05,-2.43e-05,133.46308,0.0049,-0.0049,0.941,0.005,-0.715,3.686,0.131,-0.131,163.0,10.7,-10.7,1.71,0.5,-0.2,1217.0,518.45,451.7,-168.14,18.0,1.0,6240.0,174.0,-217.0,4.426,0.062,-0.188,1.079,0.318,-0.127,288.99258,46.67075,15.216,1,2
1.0,8.09888906,2.18e-06,-2.18e-06,176.623731,0.000216,-0.000216,0.018,0.154,-0.018,4.20241,0.00982,-0.00982,6910.0,18.0,-18.0,8.95,2.94,-0.98,986.0,223.19,216.44,-69.72,435.9,1.0,6214.0,174.0,-217.0,4.442,0.054,-0.216,1.076,0.353,-0.118,282.69952,43.272739,15.261,1,2
0.996,3.37116682,5.65e-05,-5.65e-05,132.0176,0.0142,-0.0142,0.318,0.155,-0.318,4.708,0.384,-0.384,71.4,9.1,-9.1,0.98,0.26,-0.21,1291.0,656.3,511.24,-294.93,9.8,1.0,5653.0,154.0,-154.0,4.288,0.204,-0.185,1.163,0.307,-0.251,284.57642,41.705971,15.03,1,1
1.0,1.93155546,1.5e-05,-1.5e-05,131.76708,0.00606,-0.00606,0.861,0.113,-0.635,1.614,0.217,-0.217,505.0,72.5,-72.5,2.25,0.26,-0.09,1290.0,655.43,208.06,-85.99,8.6,1.0,5461.0,73.0,-81.0,4.552,0.018,-0.102,0.858,0.101,-0.034,298.86658,46.502239,13.007,1,2
1.0,160.8845197,8.79e-05,-8.79e-05,277.504342,0.000404,-0.000404,0.284,0.061,-0.103,10.8771,0.0369,-0.0369,7590.0,17.6,-17.6,9.09,3.04,-2.02,346.0,3.39,3.48,-1.6,526.1,1.0,5650.0,186.0,-186.0,4.313,0.225,-0.225,1.044,0.349,-0.232,289.7916,39.285328,12.888,1,2
0.0,2.069415479,2.95e-07,-2.95e-07,132.645356,0.000117,-0.000117,1.241,0.069,-0.068,5.71941,0.00613,-0.00613,16200.0,16.2,-16.2,55.45,8.78,-2.93,1768.0,2310.53,920.85,-346.48,1148.3,1.0,6640.0,69.0,-89.0,4.343,0.028,-0.105,1.25,0.198,-0.066,291.95267,48.568878,13.681,0,0
1.0,5.960400011,4.39e-06,-4.39e-06,137.265171,0.000636,-0.000636,0.8,0.077,-0.553,2.8617,0.0441,-0.0441,828.0,7.3,-7.3,2.85,0.33,-0.12,890.0,148.26,50.61,-22.66,126.1,1.0,5418.0,98.0,-108.0,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557,1,2
0.0,1.085965104,5.94e-07,-5.94e-07,132.006611,0.000415,-0.000415,0.916,0.003,-0.002,10.716,0.267,-0.267,10600.0,53.4,-53.4,29.66,0.0,0.0,6297.0,371873.86,0.0,0.0,675.9,1.0,15896.0,0.0,0.0,4.152,0.0,0.0,2.404,0.0,0.0,291.42249,38.535229,15.799,0,0
0.0,5.23340265,7.2e-05,-7.2e-05,133.1457,0.0104,-0.0104,0.366,0.099,-0.366,3.242,0.284,-0.284,242.0,21.7,-21.7,1.15,0.16,-0.09,851.0,124.02,54.94,-30.12,12.7,1.0,5266.0,142.0,-142.0,4.611,0.036,-0.084,0.741,0.103,-0.06,282.04895,42.871109,15.516,0,0
1.0,97.4463194,0.000286,-0.000286,204.83009,0.00229,-0.00229,0.063,0.345,-0.063,6.765,0.0868,-0.0868,2140.0,39.7,-39.7,3.05,0.28,-0.25,283.0,1.52,0.57,-0.41,62.8,1.0,4735.0,170.0,-170.0,4.627,0.032,-0.048,0.686,0.063,-0.057,289.10992,39.68539,14.981,1,1
1.0,17.83367834,1.39e-05,-1.39e-05,181.233943,0.000603,-0.000603,0.013,0.278,-0.013,4.5112,0.0195,-0.0195,327.0,2.4,-2.4,2.43,0.12,-0.14,866.0,132.94,20.74,-20.33,154.5,1.0,6407.0,76.0,-83.0,4.268,0.03,-0.03,1.337,0.067,-0.074,283.1507,45.139832,9.364,1,2
0.0,3.693702974,6.54e-07,-6.54e-07,135.194906,0.000147,-0.000147,1.19,0.11,-0.056,3.37146,0.00707,-0.00707,25200.0,45.1,-45.1,62.55,11.0,-5.07,1453.0,1054.1,472.96,-209.14,568.7,1.0,6309.0,75.0,-82.0,4.265,0.063,-0.117,1.396,0.245,-0.113,291.19321,38.244652,14.469,0,0
0.967,13.0914878,0.000128,-0.000128,143.75198,0.00731,-0.00731,0.145,0.311,-0.145,2.037,0.256,-0.256,37.5,5.7,-5.7,0.79,0.12,-0.14,892.0,149.52,62.33,-53.91,8.0,1.0,5919.0,71.0,-79.0,4.238,0.156,-0.104,1.288,0.209,-0.23,289.24884,39.106541,11.993,1,1
0.998,11.79161234,5.36e-05,-5.36e-05,134.54064,0.00386,-0.00386,0.034,0.404,-0.034,3.036,0.11,-0.11,415.0,22.6,-22.6,2.41,0.38,-0.42,857.0,127.75,52.51,-44.88,20.7,1.0,5619.0,75.0,-75.0,4.264,0.162,-0.108,1.199,0.188,-0.207,300.9296,44.02879,14.941,1,2
1.0,9.940666412,6.98e-06,-6.98e-06,135.21559,0.000582,-0.000582,0.02,0.229,-0.02,3.9092,0.0181,-0.0181,520.0,3.8,-3.8,2.87,0.5,-0.29,996.0,233.04,111.7,-60.9,161.4,1.0,6215.0,111.0,-136.0,4.305,0.08,-0.12,1.259,0.219,-0.128,284.55573,46.063831,12.663,1,2
1.0,0.629001455,4.57e-06,-4.57e-06,131.55662,0.00643,-0.00643,0.365,0.104,-0.365,1.263,0.202,-0.202,14.7,2.0,-2.0,0.81,0.17,-0.24,3375.0,30567.67,18880.37,-17052.93,9.4,1.0,6739.0,161.0,-202.0,3.948,0.259,-0.111,2.059,0.439,-0.604,291.92636,37.101292,11.283,0,0
0.915,62.3026877,0.000263,-0.000263,179.09948,0.00318,-0.00318,0.712,0.17,-0.475,7.509,0.118,-0.118,859.0,19.4,-19.4,3.05,0.4,-0.3,454.0,10.05,3.92,-2.44,45.0,2.0,5688.0,113.0,-101.0,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534,1,2
0.606,174.636181,0.00202,-0.00202,184.5253,0.00961,-0.00961,0.04,0.409,-0.04,15.679,0.317,-0.317,2500.0,78.9,-78.9,11.12,1.48,-2.76,481.0,12.65,4.59,-5.88,37.1,1.0,5974.0,89.0,-80.0,3.859,0.196,-0.084,2.232,0.298,-0.554,295.66913,38.795841,15.905,1,1
0.948,6.933574,0.00012,-0.00012,134.558,0.0143,-0.0143,0.05,0.401,-0.05,2.43,0.543,-0.543,277.0,49.4,-49.4,1.3,0.25,-0.1,829.0,111.53,64.69,-28.36,8.0,1.0,5510.0,149.0,-166.0,4.584,0.034,-0.127,0.793,0.152,-0.065,295.92404,49.220188,15.804,1,1
0.967,7.18864064,7.76e-05,-7.76e-05,133.14566,0.00961,-0.00961,0.424,0.029,-0.424,2.364,0.334,-0.334,134.0,17.5,-17.5,1.3,0.36,-0.24,987.0,223.87,183.07,-90.85,9.3,2.0,5683.0,154.0,-154.0,4.326,0.17,-0.187,1.115,0.31,-0.207,291.8129,37.55587,14.595,1,1
1.0,24.7577652,0.000122,-0.000122,142.06826,0.0036,-0.0036,0.896,0.025,-0.619,6.998,0.13,-0.13,459.0,13.8,-13.8,2.44,0.71,-0.24,644.0,40.74,35.18,-11.73,37.6,1.0,6106.0,163.0,-199.0,4.487,0.048,-0.192,0.966,0.285,-0.095,293.88177,49.683151,14.49,1,2
1.0,15.96532718,1.37e-05,-1.37e-05,142.178033,0.000688,-0.000688,0.674,0.026,-0.46,4.5837,0.0231,-0.0231,482.0,3.8,-3.8,3.33,0.21,-0.17,872.0,136.42,26.02,-19.76,144.2,1.0,5880.0,78.0,-78.0,4.154,0.033,-0.027,1.433,0.09,-0.072,288.98456,40.064529,12.287,1,2
0.994,7.79534033,8.44e-05,-8.44e-05,138.03216,0.00798,-0.00798,0.282,0.166,-0.281,3.406,0.304,-0.304,102.0,11.9,-11.9,1.07,0.35,-0.12,985.0,222.52,213.24,-69.03,10.2,1.0,6156.0,171.0,-214.0,4.443,0.054,-0.216,1.05,0.341,-0.114,286.21729,42.86092,14.726,1,1
0.0,1.566528935,3.03e-07,-3.03e-07,132.537255,0.00016,-0.00016,1.033,0.173,-0.13,3.2593,0.0107,-0.0107,92500.0,197.0,-197.0,49.66,13.0,-5.98,1551.0,1371.7,1052.53,-431.26,485.0,1.0,5883.0,158.0,-175.0,4.471,0.081,-0.189,0.905,0.236,-0.109,296.14212,48.702141,13.984,0,0
0.986,0.764863517,3.29e-06,-3.29e-06,132.13343,0.00329,-0.00329,0.235,0.234,-0.235,1.16,0.13,-0.13,150.0,14.2,-14.2,1.04,0.15,-0.13,1733.0,2145.14,1029.95,-679.83,13.6,1.0,5231.0,174.0,-142.0,4.476,0.09,-0.11,0.86,0.12,-0.109,290.08478,51.208599,15.168,1,2
0.0,0.571940563,1.05e-06,-1.05e-06,131.71371,0.00169,-0.00169,0.792,0.05,-0.546,0.9031,0.0575,-0.0575,54.3,3.2,-3.2,1.88,0.45,-0.61,3320.0,28727.59,20621.09,-16948.33,22.8,1.0,5827.0,157.0,-157.0,3.74,0.28,-0.12,2.286,0.555,-0.74,282.31351,46.419399,12.557,0,0
0.0,2.701287801,5.63e-06,-5.63e-06,170.69579,0.00164,-0.00164,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.0,20.9,-20.9,6.54,1.64,-0.75,1222.0,527.81,411.33,-166.35,48.3,1.0,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.91,0.228,-0.105,297.92365,48.777321,15.54,0,0
0.0,50.44028536,6.27e-06,-6.27e-06,149.90838,0.000105,-0.000105,0.658,0.001,-0.001,12.2001,0.00639,-0.00639,85300.0,50.3,-50.3,51.5,10.5,-14.4,673.0,48.36,29.65,-25.92,2499.7,1.0,6225.0,170.0,-170.0,4.039,0.266,-0.114,1.646,0.335,-0.461,297.96613,45.545792,12.009,0,0
0.0,1.33251589,1.49e-05,-1.49e-05,132.0842,0.0115,-0.0115,0.53,0.415,-0.31,4.216,0.185,-0.185,141.0,7.7,-7.7,1.3,0.43,-0.32,1747.0,2207.85,2163.24,-1106.29,22.2,1.0,5701.0,172.0,-189.0,4.291,0.247,-0.202,1.068,0.348,-0.261,294.53619,46.50983,15.255,0,0
0.893,11.8237228,0.000239,-0.000239,139.4199,0.0156,-0.0156,0.698,0.271,-0.491,8.518,0.489,-0.489,213.0,17.1,-17.1,1.25,0.25,-0.11,703.0,57.62,35.26,-15.09,14.2,1.0,5559.0,149.0,-166.0,4.578,0.032,-0.128,0.803,0.164,-0.07,290.73328,38.00721,15.353,1,1
0.843,7.2681817,0.000164,-0.000164,135.9348,0.0235,-0.0235,0.78,0.2,-0.555,4.985,0.503,-0.503,46.7,5.4,-5.4,1.66,0.4,-0.74,1444.0,1027.95,765.47,-761.0,9.7,1.0,6297.0,198.0,-242.0,3.89,0.405,-0.135,2.219,0.536,-0.996,285.30768,46.829803,13.729,1,1
0.004,135.428746,0.00371,-0.00371,168.5064,0.0168,-0.0168,0.498,0.465,-0.29,7.394,0.593,-0.593,381.0,62.8,-62.8,1.83,0.55,-0.18,343.0,3.29,2.88,-0.96,7.9,1.0,5849.0,157.0,-192.0,4.517,0.048,-0.204,0.919,0.275,-0.092,283.11157,43.346771,15.445,0,0
1.0,11.6933447,0.000203,-0.000203,142.6574,0.0131,-0.0131,0.353,0.091,-0.353,6.551,0.473,-0.473,66.9,6.5,-6.5,1.12,0.2,-0.17,950.0,192.95,91.31,-62.09,12.7,1.0,6049.0,72.0,-90.0,4.248,0.125,-0.125,1.354,0.251,-0.205,289.77954,41.214409,13.848,1,1
0.0,33.15947581,2.32e-06,-2.32e-06,159.8126411,5.49e-05,-5.49e-05,0.768,0.006,-0.006,9.01353,0.00283,-0.00283,222000.0,62.2,-62.2,146.47,48.9,-32.6,1068.0,307.53,375.3,-188.7,3733.6,1.0,7967.0,454.0,-844.0,4.001,0.162,-0.198,2.379,0.794,-0.529,296.46429,50.286152,11.562,0,0
0.872,60.458443,0.0018,-0.0018,136.3553,0.0252,-0.0252,0.451,0.534,-0.236,8.43,1.1,-1.1,175.0,26.5,-26.5,1.59,0.46,-0.31,511.0,16.14,13.83,-6.87,9.7,1.0,5865.0,158.0,-176.0,4.297,0.175,-0.175,1.181,0.345,-0.23,291.78079,37.811508,14.544,1,1
0.0,14.53682228,3.7e-05,-3.7e-05,132.36831,0.00186,-0.00186,1.068,59.8,-0.084,3.195,0.103,-0.103,1030.0,30.1,-30.1,73.15,13.2,-2.2,1596.0,1534.06,802.37,-166.34,40.8,1.0,4946.0,111.0,-66.0,2.819,0.027,-0.033,5.855,1.057,-0.176,294.31287,40.319721,12.93,0,0
1.0,5.392026903,6.66e-06,-6.66e-06,171.72707,0.000963,-0.000963,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,1150.0,17.2,-17.2,2.68,0.36,-0.19,850.0,123.33,54.53,-29.06,77.4,1.0,5198.0,155.0,-155.0,4.589,0.024,-0.102,0.801,0.106,-0.057,284.43051,44.48053,15.651,1,2
1.0,150.8783198,0.000503,-0.000503,206.69223,0.00213,-0.00213,0.022,0.4,-0.022,8.6797,0.0826,-0.0826,660.0,10.8,-10.8,4.37,0.65,-1.53,423.0,7.56,3.09,-4.54,70.6,1.0,5504.0,87.0,-76.0,3.999,0.304,-0.095,1.737,0.261,-0.608,297.94016,40.278629,12.443,1,2
0.0,27.6760342,0.000534,-0.000534,144.9833,0.0169,-0.0169,0.071,0.395,-0.071,4.234,0.385,-0.385,267.0,22.4,-22.4,5.15,2.17,-1.77,951.0,193.23,236.62,-117.93,14.4,1.0,5123.0,128.0,-128.0,3.442,0.325,-0.266,3.224,1.353,-1.107,293.64758,41.730679,13.33,0,0
0.0,8.55935323,7.46e-05,-7.46e-05,137.22854,0.00696,-0.00696,0.744,0.222,-0.523,4.303,0.221,-0.221,149.0,8.7,-8.7,1.21,0.32,-0.14,921.0,169.77,129.38,-53.18,20.4,1.0,6115.0,164.0,-182.0,4.462,0.084,-0.182,0.919,0.238,-0.11,287.12234,42.70694,14.538,0,0
1.0,8.56267266,4.31e-05,-4.31e-05,355.13518,0.00348,-0.00348,0.335,0.126,-0.335,1.53,0.129,-0.129,608.0,50.6,-50.6,2.26,1.17,-0.35,768.0,82.22,137.64,-31.21,15.2,3.0,5029.0,192.0,-174.0,4.429,0.13,-0.416,0.93,0.481,-0.144,284.34274,46.316551,15.213,1,1
1.0,13.17555999,3.61e-05,-3.61e-05,143.6789,0.00215,-0.00215,0.013,0.353,-0.013,6.6677,0.0582,-0.0582,280.0,5.9,-5.9,2.82,0.43,-0.7,1009.0,244.58,106.35,-116.49,48.8,4.0,5900.0,117.0,-117.0,4.022,0.195,-0.09,1.694,0.257,-0.418,289.07755,46.005219,13.988,1,2
0.001,8.5412411,0.000127,-0.000127,131.6163,0.0127,-0.0127,0.793,0.174,-0.575,3.654,0.385,-0.385,299.0,34.9,-34.9,1.4,0.29,-0.1,767.0,81.55,52.01,-18.88,10.7,1.0,5602.0,168.0,-168.0,4.614,0.032,-0.136,0.732,0.151,-0.05,299.16739,47.185692,15.661,0,0
